loteamento;quadra;lote;rua_frente;medida_frente_m;medida_fundo_m;medida_lateral_dir_m;medida_lateral_esq_m;area_m2;conf_frente;conf_fundo;conf_lateral_dir;conf_lateral_esq
Residencial Colina Park;19;05;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;06;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;07;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;08;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;09;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;10;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;11;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;12;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;13;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;14;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;15;RUA LOCAL 02;12.02;;;;341.25;;;;
Residencial Colina Park;19;16;RUA LOCAL 02;12.0;;;;304.42;;;;
Residencial Colina Park;19;17;RUA LOCAL 02;20.0;;;;321.71;;;;
Residencial Colina Park;19;18;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;19;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;20;RUA ALIMENTADORA 01;20.01;;;;389.18;;;;
Residencial Colina Park;19;21;RUA ALIMENTADORA 01;12.01;;;;329.95;;;;
Residencial Colina Park;19;22;RUA ALIMENTADORA 01;14.48;;;;389.97;;;;
Residencial Colina Park;19;23;RUA ALIMENTADORA 02;13.33;;;;412.94;;;;
Residencial Colina Park;19;24;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;25;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;26;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;27;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;28;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;29;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;30;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;31;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;32;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;33;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;34;RUA ALIMENTADORA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;35;RUA LOCAL 08;20.0;;;;400.0;;;;
Residencial Colina Park;20;01;RUA ALIMENTADORA 02;16.0;;;;239.5;;;;
Residencial Colina Park;20;02;RUA ALIMENTADORA 02;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;20;03;RUA ALIMENTADORA 02;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;20;04;RUA ALIMENTADORA 02;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;20;05;RUA ALIMENTADORA 02;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;20;06;RUA ALIMENTADORA 02;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;20;07;RUA ALIMENTADORA 01;10.21;10.0;30.2;28.12;291.6;;;;
Residencial Colina Park;20;08;RUA ALIMENTADORA 01;9.54;;;;273.06;;;;
Residencial Colina Park;20;09;RUA ALIMENTADORA 01;10.12;10.0;26.52;24.95;257.35;;;;
Residencial Colina Park;20;10;RUA ALIMENTADORA 01;10.12;10.0;24.95;23.38;241.64;;;;
Residencial Colina Park;20;11;RUA ALIMENTADORA 01;10.12;10.0;23.38;21.81;225.93;;;;
Residencial Colina Park;20;12;RUA ALIMENTADORA 01;10.12;10.0;21.81;20.24;210.23;;;;
Residencial Colina Park;20;13;RUA ALIMENTADORA 01;12.15;12.0;20.24;18.35;231.54;;;;
Residencial Colina Park;20;14;RUA ALIMENTADORA 01;12.48;;;;225.31;;;;
Residencial Colina Park;20;15;RUA ALIMENTADORA 01;31.58;;;;336.05;;;;
Residencial Colina Park;20;16;RUA ALIMENTADORA 01;20.43;;;;245.58;;;;
Residencial Colina Park;20;17;RUA ALIMENTADORA 01;18.39;;;;292.14;;;;
Residencial Colina Park;20;18;RUA ALIMENTADORA 01;12.26;;;;232.19;;;;
Residencial Colina Park;20;19;RUA ALIMENTADORA 01;10.21;10.0;20.68;18.6;196.37;;;;
Residencial Colina Park;20;20;RUA LOCAL 08;17.96;;;;227.78;;;;
Residencial Colina Park;20;21;RUA LOCAL 08;10.0;10.0;21.0;21.0;210.0;;;;
Residencial Colina Park;21;02;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;21;03;RUA LOCAL 08;0.0;;;;287.5;;;;
Residencial Colina Park;21;04;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;05;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;06;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;07;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;08;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;09;RUA LOCAL 08;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;10;RUA ALIMENTADORA 01;13.02;;;;254.83;;;;
Residencial Colina Park;21;11;RUA ALIMENTADORA 01;14.42;14.0;17.41;20.86;267.86;;;;
Residencial Colina Park;21;12;RUA LOCAL 09;18.93;;;;267.8;;;;
Residencial Colina Park;21;13;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;14;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;15;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;16;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;17;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;21;18;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;01;RUA ALIMENTADORA 01;11.48;;;;261.52;;;;
Residencial Colina Park;22;02;RUA ALIMENTADORA 01;12.36;;;;246.6;;;;
Residencial Colina Park;22;03;RUA LOCAL 10;20.97;;;;371.82;;;;
Residencial Colina Park;22;04;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;05;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;06;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;07;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;08;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;09;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;10;RUA LOCAL 10;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;11;RUA LOCAL 10;0.0;;;;287.5;;;;
Residencial Colina Park;22;12;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;22;14;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;15;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;16;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;17;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;18;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;19;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;22;20;RUA LOCAL 09;12.0;12.0;22.0;22.0;264.0;;;;
Residencial Colina Park;23;01;RUA LOCAL 10;10.0;;;;317.5;;;;
Residencial Colina Park;23;02;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;03;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;04;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;05;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;06;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;07;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;08;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;09;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;10;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;11;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;12;RUA LOCAL 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;13;RUA AL. 01;17.0;;;;256.49;;;;
Residencial Colina Park;23;14;RUA AL. 01;17.0;;;;260.16;;;;
Residencial Colina Park;23;15;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;16;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;17;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;18;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;19;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;20;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;21;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;22;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;23;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;24;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;25;RUA LOCAL 11;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;23;26;RUA LOCAL 11;10.0;;;;317.5;;;;
Residencial Colina Park;24;01;RUA ALIMENTADORA 06;20.8;;;;292.95;;;;
Residencial Colina Park;24;02;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;03;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;04;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;05;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;06;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;07;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;08;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;09;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;10;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;11;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;12;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;13;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;14;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;15;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;16;RUA LOCAL 08;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;17;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;18;AVENIDA 01;0.16;;;;274.8;;;;
Residencial Colina Park;24;19;AVENIDA 02;9.45;;;;253.34;;;;
Residencial Colina Park;24;20;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;21;RUA ALIMENTADORA 07;20.0;;;;312.5;;;;
Residencial Colina Park;24;22;RUA ALIMENTADORA 07;12.0;;;;300.0;;;;
Residencial Colina Park;24;23;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;24;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;25;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;26;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;27;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;28;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;29;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;30;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;31;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;32;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;33;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;34;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;35;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;36;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;37;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;24;38;RUA ALIMENTADORA 06;20.8;;;;452.51;;;;
Residencial Colina Park;25;01;RUA ALIMENTADORA 07;20.0;;;;312.5;;;;
Residencial Colina Park;25;02;AVENIDA 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;03;AVENIDA 02;9.45;;;;253.34;;;;
Residencial Colina Park;25;04;AVENIDA 01;0.16;;;;274.8;;;;
Residencial Colina Park;25;05;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;06;RUA LOCAL 10;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;07;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;08;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;09;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;10;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;11;RUA LOCAL 11;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;12;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;13;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;14;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;15;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;16;AVENIDA 01;15.59;18.85;25.21;25.0;430.51;;;;
Residencial Colina Park;25;17;RUA ALIMENTADORA 07;12.1;8.85;25.21;25.0;261.93;;;;
Residencial Colina Park;25;18;RUA ALIMENTADORA 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;25;19;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;20;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;21;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;22;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;23;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;24;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;25;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;26;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;27;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;28;RUA ALIMENTADORA 07;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;25;29;RUA ALIMENTADORA 07;12.0;;;;300.0;;;;
Residencial Colina Park;26;01;RUA ALIMENTADORA 10;15.33;12.07;25.0;25.21;342.42;;;;
Residencial Colina Park;26;02;RUA ALIMENTADORA 10;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;26;03;RUA ALIMENTADORA 10;20.0;;;;287.5;;;;
Residencial Colina Park;26;04;RUA ALIMENTADORA 10;10.0;;;;334.17;;;;
Residencial Colina Park;26;05;RUA ALIMENTADORA 10;10.0;10.08;32.77;31.46;321.14;;;;
Residencial Colina Park;26;06;RUA ALIMENTADORA 10;10.0;10.08;31.46;30.16;308.11;;;;
Residencial Colina Park;26;07;RUA ALIMENTADORA 10;10.0;10.08;30.16;28.86;295.09;;;;
Residencial Colina Park;26;08;RUA ALIMENTADORA 10;10.0;10.09;28.86;27.55;282.06;;;;
Residencial Colina Park;26;09;RUA ALIMENTADORA 10;10.0;10.08;27.55;26.25;269.03;;;;
Residencial Colina Park;26;10;RUA ALIMENTADORA 10;10.0;10.08;26.25;24.95;256.0;;;;
Residencial Colina Park;26;11;RUA ALIMENTADORA 10;10.0;10.09;24.95;23.65;242.98;;;;
Residencial Colina Park;26;12;RUA ALIMENTADORA 10;10.0;10.08;23.65;22.34;229.95;;;;
Residencial Colina Park;26;13;RUA ALIMENTADORA 10;10.0;10.08;22.34;21.04;216.92;;;;
Residencial Colina Park;26;14;RUA ALIMENTADORA 10;12.0;12.1;21.04;19.48;243.11;;;;
Residencial Colina Park;26;15;RUA ALIMENTADORA 10;12.0;12.1;19.48;17.91;224.35;;;;
Residencial Colina Park;26;16;RUA ALIMENTADORA 10;22.0;22.19;17.91;15.05;362.59;;;;
Residencial Colina Park;26;17;RUA ALIMENTADORA 10;22.0;22.19;15.05;12.18;299.54;;;;
Residencial Colina Park;26;17;RUA ALIMENTADORA 10;22.0;22.19;12.18;15.05;299.54;;;;
Residencial Colina Park;26;18;RUA ALIMENTADORA 10;44.0;;;;428.04;;;;
Residencial Colina Park;27;01;RUA ALIMENTADORA 10;20.0;;;;287.96;;;;
Residencial Colina Park;27;02;RUA ALIMENTADORA 10;12.11;12.11;22.0;22.0;266.36;;;;
Residencial Colina Park;27;03;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;04;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;05;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;06;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;07;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;08;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;09;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;10;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;11;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;12;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;13;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;14;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;15;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;16;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;17;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;18;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;19;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;20;RUA ALIMENTADORA 10;10.0;;;;220.0;;;;
Residencial Colina Park;27;21;RUA ALIMENTADORA 10;19.89;;;;286.21;;;;
Residencial Colina Park;27;22;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;27;23;RUA ALIMENTADORA 10;10.0;10.0;24.89;24.89;248.93;;;;
Residencial Colina Park;27;24;RUA ALIMENTADORA 10;19.89;;;;286.21;;;;
Residencial Colina Park;27;25;RUA ALIMENTADORA 10;10.0;;;;220.0;;;;
Residencial Colina Park;27;26;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;27;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;28;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;29;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;30;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;31;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;32;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;33;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;34;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;35;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;36;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;37;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;38;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;39;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;40;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;41;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;42;RUA ALIMENTADORA 10;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;27;43;RUA ALIMENTADORA 10;12.11;12.11;22.0;22.0;266.36;;;;
Residencial Colina Park;27;44;RUA ALIMENTADORA 10;20.0;;;;287.5;;;;
Residencial Colina Park;27;45;RUA ALIMENTADORA 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;27;46;RUA ALIMENTADORA 07;9.96;10.0;25.0;25.0;249.54;;;;
Residencial Colina Park;28;01;RUA ALIMENTADORA 10;20.0;;;;275.0;;;;
Residencial Colina Park;28;02;RUA ALIMENTADORA 10;12.0;;;;270.0;;;;
Residencial Colina Park;28;03;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;04;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;05;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;06;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;07;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;08;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;09;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;10;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;11;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;12;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;13;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;14;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;15;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;16;RUA ALIMENTADORA 10;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;17;RUA ALIMENTADORA 10;12.0;;;;270.0;;;;
Residencial Colina Park;28;18;RUA ALIMENTADORA 10;20.0;;;;275.0;;;;
Residencial Colina Park;28;19;RUA ALIMENTADORA 10;11.0;11.0;25.0;25.0;275.0;;;;
Residencial Colina Park;28;20;RUA ALIMENTADORA 10;11.0;11.0;25.0;25.0;275.0;;;;
Residencial Colina Park;28;21;RUA ALIMENTADORA 09;20.0;;;;275.0;;;;
Residencial Colina Park;28;22;RUA ALIMENTADORA 09;12.0;;;;270.0;;;;
Residencial Colina Park;28;23;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;24;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;25;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;26;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;27;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;28;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;29;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;30;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;31;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;32;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;33;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;34;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
Residencial Colina Park;28;35;RUA ALIMENTADORA 09;12.0;12.0;22.5;22.5;270.0;;;;
