loteamento;quadra;lote;rua_frente;medida_frente_m;medida_fundo_m;medida_lateral_dir_m;medida_lateral_esq_m;area_m2;conf_frente;conf_fundo;conf_lateral_dir;conf_lateral_esq
Residencial Colina Park;53;06;RUA ALIMENTADORA 12;10.0;10.0;28.71;28.84;287.77;;;;
Residencial Colina Park;53;07;RUA ALIMENTADORA 12;10.0;10.0;28.59;28.71;286.52;;;;
Residencial Colina Park;53;08;RUA ALIMENTADORA 12;10.0;10.0;28.46;28.59;285.27;;;;
Residencial Colina Park;53;09;RUA ALIMENTADORA 12;17.0;;;;271.14;;;;
Residencial Colina Park;53;10;AVENIDA 02;15.35;15.57;22.0;22.0;340.11;;;;
Residencial Colina Park;54;01;RUA LOCAL 16;24.34;;;;310.78;;;;
Residencial Colina Park;54;01;RUA LOCAL 16;24.34;;;;310.51;;;;
Residencial Colina Park;54;02;RUA ALIMENTADORA 12;10.0;10.0;29.42;29.49;294.56;;;;
Residencial Colina Park;54;03;RUA ALIMENTADORA 12;10.0;;;;295.09;;;;
Residencial Colina Park;54;04;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;05;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;06;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;07;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;08;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;09;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;10;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;11;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;12;RUA ALIMENTADORA 12;10.0;10.0;29.51;29.51;295.14;;;;
Residencial Colina Park;54;14;RUA PERIMETRAL 01;1.96;;;;294.2;;;;
Residencial Colina Park;54;14;RUA PERIMETRAL 01;12.02;;;;397.96;;;;
Residencial Colina Park;54;14;RUA PERIMETRAL 01;1.96;;;;294.13;;;;
Residencial Colina Park;55;01;RUA LOCAL 16;17.0;;;;218.5;;;;
Residencial Colina Park;55;02;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;03;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;04;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;05;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;06;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;07;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;08;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;09;RUA ALIMENTADORA 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;10;RUA ALIMENTADORA 12;22.36;;;;361.17;;;;
Residencial Colina Park;55;11;RUA ALIMENTADORA 12;19.69;;;;223.55;;;;
Residencial Colina Park;55;12;RUA LOCAL 23;13.92;;;;275.49;;;;
Residencial Colina Park;55;13;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;14;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;15;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;16;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;17;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;18;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;19;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;20;RUA LOCAL 23;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;55;21;RUA LOCAL 16;17.0;;;;218.5;;;;
Residencial Colina Park;56;01;RUA LOCAL 16;15.0;;;;237.47;;;;
Residencial Colina Park;56;02;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;03;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;04;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;05;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;06;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;07;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;08;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;09;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;10;RUA LOCAL 23;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;11;RUA LOCAL 23;4.2;;;;326.35;;;;
Residencial Colina Park;56;12;VIELA01;10.0;13.11;18.99;27.46;232.25;;;;
Residencial Colina Park;56;13;VIELA01;14.0;15.47;18.99;12.4;219.72;;;;
Residencial Colina Park;56;14;VIELA01;18.0;18.15;12.4;10.04;201.92;;;;
Residencial Colina Park;56;15;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;16;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;17;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;18;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;19;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;20;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;21;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;22;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;23;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;24;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;25;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;56;26;RUA LOCAL 16;15.0;;;;237.47;;;;
Residencial Colina Park;57;01;VIELA01;16.0;17.53;11.83;19.0;246.58;;;;
Residencial Colina Park;57;02;VIELA01;10.0;;;;232.32;;;;
Residencial Colina Park;57;03;RUA PERIMETRAL 01;11.23;;;;221.67;;;;
Residencial Colina Park;57;04;RUA PERIMETRAL 01;5.07;;;;240.0;;;;
Residencial Colina Park;57;05;RUA PERIMETRAL 01;20.0;;;;240.0;;;;
Residencial Colina Park;57;06;RUA PERIMETRAL 01;25.23;;;;287.79;;;;
Residencial Colina Park;57;07;VIELA01;7.26;;;;197.6;;;;
Residencial Colina Park;57;08;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;57;09;VIELA01;4.05;;;;200.0;;;;
Residencial Colina Park;57;10;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;57;11;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;57;12;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;01;RUA LOCAL 16;15.0;;;;237.47;;;;
Residencial Colina Park;58;02;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;03;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;04;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;05;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;06;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;07;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;08;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;09;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;10;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;11;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;12;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;13;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;14;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;15;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;16;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;17;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;18;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;19;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;20;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;21;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;22;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;23;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;24;VIELA01;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;25;RUA PERIMETRAL 01;17.0;;;;231.57;;;;
Residencial Colina Park;58;26;RUA PERIMETRAL 01;17.03;;;;248.12;;;;
Residencial Colina Park;58;27;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;28;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;29;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;30;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;31;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;32;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;33;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;34;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;35;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;36;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;37;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;38;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;39;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;40;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;41;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;42;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;43;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;44;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;45;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;46;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;47;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;48;RUA LOCAL 25;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;58;49;RUA LOCAL 16;15.0;;;;237.47;;;;
Residencial Colina Park;59;01;RUA PERIMETRAL 01;20.33;;;;466.65;;;;
Residencial Colina Park;59;01;RUA PERIMETRAL 01;20.33;;;;466.65;;;;
Residencial Colina Park;59;02;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;03;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;04;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;05;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;06;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;07;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;08;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;09;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;10;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;11;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;12;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;13;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;14;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;15;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;16;AVENIDA 03;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;17;AVENIDA 03;12.0;;;;300.0;;;;
Residencial Colina Park;59;18;AVENIDA 03;20.0;;;;312.5;;;;
Residencial Colina Park;59;19;RUA LOCAL 16;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;20;RUA LOCAL 16;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;21;RUA LOCAL 25;20.0;;;;312.5;;;;
Residencial Colina Park;59;22;RUA LOCAL 25;12.0;;;;300.0;;;;
Residencial Colina Park;59;23;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;24;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;25;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;26;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;27;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;28;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;29;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;30;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;31;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;32;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;33;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;34;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;35;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;36;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;37;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;38;RUA LOCAL 25;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;59;39;RUA PERIMETRAL 01;20.33;;;;268.0;;;;
Residencial Colina Park;59;39;RUA PERIMETRAL 01;20.33;;;;268.0;;;;
Residencial Colina Park;60;01;RUA LOCAL 16;18.0;;;;263.5;;;;
Residencial Colina Park;60;02;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;60;03;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;60;04;RUA LOCAL 15;18.0;;;;263.5;;;;
Residencial Colina Park;60;05;RUA LOCAL 15;10.0;;;;220.0;;;;
Residencial Colina Park;60;06;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;07;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;08;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;09;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;10;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;11;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;12;RUA LOCAL 15;15.0;;;;227.5;;;;
Residencial Colina Park;60;13;RUA LOCAL 26;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;60;14;RUA LOCAL 26;10.0;10.01;20.0;20.0;200.14;;;;
Residencial Colina Park;60;15;RUA LOCAL 16;15.0;;;;227.28;;;;
Residencial Colina Park;60;16;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;17;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;18;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;19;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;20;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;21;RUA LOCAL 16;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;60;22;RUA LOCAL 16;10.0;;;;220.0;;;;
Residencial Colina Park;61;01;RUA LOCAL 15;18.0;;;;263.5;;;;
Residencial Colina Park;61;02;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;61;03;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;61;04;RUA LOCAL 14;18.0;;;;263.5;;;;
Residencial Colina Park;61;05;RUA LOCAL 14;10.0;;;;220.0;;;;
Residencial Colina Park;61;06;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;07;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;08;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;09;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;10;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;11;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;12;RUA LOCAL 14;15.0;;;;227.5;;;;
Residencial Colina Park;61;13;RUA LOCAL 26;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;61;14;RUA LOCAL 26;10.0;10.01;20.0;20.0;200.14;;;;
Residencial Colina Park;61;15;RUA LOCAL 15;15.0;;;;227.28;;;;
Residencial Colina Park;61;16;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;17;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;18;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;19;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;20;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;21;RUA LOCAL 15;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;61;22;RUA LOCAL 15;10.0;;;;220.0;;;;
Residencial Colina Park;62;01;RUA LOCAL 14;18.0;;;;263.5;;;;
Residencial Colina Park;62;02;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;62;03;AVENIDA 03;10.0;10.0;23.0;23.0;230.0;;;;
Residencial Colina Park;62;04;RUA PERIMETRAL 01;18.0;;;;263.5;;;;
Residencial Colina Park;62;05;RUA PERIMETRAL 01;10.0;;;;220.0;;;;
Residencial Colina Park;62;06;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;07;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;08;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;09;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;10;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;11;RUA PERIMETRAL 01;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;12;RUA PERIMETRAL 01;15.0;;;;227.5;;;;
Residencial Colina Park;62;13;RUA LOCAL 26;10.0;10.0;20.0;20.0;200.0;;;;
Residencial Colina Park;62;14;RUA LOCAL 26;10.0;10.01;20.0;20.0;200.14;;;;
Residencial Colina Park;62;15;RUA LOCAL 14;15.0;;;;227.28;;;;
Residencial Colina Park;62;16;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;17;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;18;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;19;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;20;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;21;RUA LOCAL 14;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;62;22;RUA LOCAL 14;10.0;;;;220.0;;;;
Residencial Colina Park;63;06;RUA PERIMETRAL 01;10.14;;;;294.27;;;;
Residencial Colina Park;63;07;RUA PERIMETRAL 01;10.14;10.05;29.09;28.43;287.63;;;;
Residencial Colina Park;63;08;RUA PERIMETRAL 01;10.14;10.05;28.43;27.76;280.97;;;;
Residencial Colina Park;63;09;RUA PERIMETRAL 01;10.14;10.05;27.76;27.1;274.3;;;;
Residencial Colina Park;63;10;RUA PERIMETRAL 01;10.14;10.05;27.1;26.43;267.64;;;;
Residencial Colina Park;63;11;RUA PERIMETRAL 01;10.14;10.05;26.43;25.76;260.97;;;;
Residencial Colina Park;63;12;RUA PERIMETRAL 01;10.13;10.0;25.76;24.3;250.31;;;;
Residencial Colina Park;63;17;RUA PERIMETRAL 01;10.0;10.0;23.18;23.0;230.91;;;;
Residencial Colina Park;63;18;RUA PERIMETRAL 01;10.0;10.05;24.18;23.18;236.82;;;;
Residencial Colina Park;63;19;RUA PERIMETRAL 01;10.0;10.05;25.18;24.18;246.82;;;;
Residencial Colina Park;63;20;RUA PERIMETRAL 01;10.0;10.05;26.18;25.18;256.82;;;;
Residencial Colina Park;63;21;RUA PERIMETRAL 01;10.0;10.05;27.18;26.18;266.81;;;;
Residencial Colina Park;63;22;RUA PERIMETRAL 01;10.0;10.05;28.18;27.18;276.81;;;;
Residencial Colina Park;63;23;RUA PERIMETRAL 01;10.0;;;;286.82;;;;
Residencial Colina Park;63;23;RUA PERIMETRAL 01;10.12;10.05;28.18;29.18;288.45;;;;
